Gene Symbol	Gene ID	P-Value (Survival os)
LINC00473	ENSG00000223414.2	3.13e-6
SPTAN1	ENSG00000197694.13	3.23e-6
BUB3	ENSG00000154473.17	3.30e-6
ASF1B	ENSG00000105011.8	3.32e-6
MELK	ENSG00000165304.7	3.33e-6
PCGF6	ENSG00000156374.14	3.34e-6
FAM229A	ENSG00000225828.1	3.35e-6
SH3BP4	ENSG00000130147.15	3.35e-6
STMN1	ENSG00000117632.20	3.42e-6
RP11-455O6.9	ENSG00000275542.1	3.56e-6
TTF1	ENSG00000125482.12	3.57e-6
SLC7A4	ENSG00000099960.12	3.72e-6
RAN	ENSG00000132341.11	3.74e-6
TUBB2A	ENSG00000137267.5	3.74e-6
C19orf26	ENSG00000099625.12	3.82e-6
RP5-991G20.6	ENSG00000279206.1	3.82e-6
SGOL1	ENSG00000129810.14	3.83e-6
C5orf34	ENSG00000172244.8	3.91e-6
ADRBK1	ENSG00000173020.10	3.93e-6
EHMT1	ENSG00000181090.17	3.97e-6
CCDC130	ENSG00000104957.13	4.03e-6
FANCC	ENSG00000158169.11	4.03e-6
RP11-480I12.7	ENSG00000234996.3	4.06e-6
MUS81	ENSG00000172732.11	4.08e-6
ORC1	ENSG00000085840.12	4.14e-6
CBFB	ENSG00000067955.13	4.17e-6
KIF23	ENSG00000137807.13	4.23e-6
TTC32	ENSG00000183891.5	4.24e-6
EIF5A	ENSG00000132507.17	4.25e-6
STIL	ENSG00000123473.15	4.25e-6
ORAOV1	ENSG00000149716.12	4.29e-6
CLASRP	ENSG00000104859.14	4.29e-6
SSBP4	ENSG00000130511.15	4.32e-6
AC007040.11	ENSG00000258881.6	4.37e-6
RP11-385F5.5	ENSG00000273058.2	4.50e-6
NOLC1	ENSG00000166197.16	4.60e-6
WDHD1	ENSG00000198554.11	4.87e-6
YBX1	ENSG00000065978.17	4.97e-6
KIF14	ENSG00000118193.11	4.97e-6
AURKB	ENSG00000178999.12	5.00e-6
NRD1	ENSG00000078618.19	5.02e-6
ETV4	ENSG00000175832.12	5.28e-6
RP11-386G11.5	ENSG00000257913.2	5.32e-6
TGFBR3L	ENSG00000260001.6	5.37e-6
GDPD5	ENSG00000158555.14	5.42e-6
CNOT3	ENSG00000088038.17	5.66e-6
ANP32B	ENSG00000136938.8	5.69e-6
RBX1	ENSG00000100387.8	5.69e-6
BIRC5	ENSG00000089685.14	5.72e-6
WNT10B	ENSG00000169884.13	5.78e-6
MTFR2	ENSG00000146410.11	5.82e-6
ESCO2	ENSG00000171320.14	5.89e-6
RP11-122G18.7	ENSG00000215840.3	6.09e-6
DEPDC1	ENSG00000024526.16	6.15e-6
MYO19	ENSG00000278259.4	6.15e-6
ING1	ENSG00000153487.12	6.15e-6
RACGAP1	ENSG00000161800.12	6.24e-6
SRSF3	ENSG00000112081.16	6.27e-6
HNRNPH3	ENSG00000096746.17	6.47e-6
FAM225A	ENSG00000231528.2	6.49e-6
HOTAIR	ENSG00000228630.5	6.51e-6
LINC00205	ENSG00000223768.1	6.56e-6
RP11-1055B8.9	ENSG00000275966.1	6.67e-6
PTAR1	ENSG00000188647.12	6.76e-6
AUNIP	ENSG00000127423.10	6.81e-6
PLK1	ENSG00000166851.14	6.82e-6
TUBB6	ENSG00000176014.12	6.86e-6
FAM178A	ENSG00000119906.11	6.90e-6
ANKS6	ENSG00000165138.16	7.24e-6
XRCC3	ENSG00000126215.13	7.24e-6
RP11-66N24.4	ENSG00000157306.14	7.24e-6
PIF1	ENSG00000140451.12	7.38e-6
KRI1	ENSG00000129347.19	7.42e-6
AP000577.2	ENSG00000280269.1	7.45e-6
EFNA2	ENSG00000099617.3	7.46e-6
RAD54L	ENSG00000085999.11	7.51e-6
SFPQ	ENSG00000116560.10	7.55e-6
FARP1	ENSG00000152767.15	7.55e-6
ECT2	ENSG00000114346.13	7.68e-6
ANKRD13D	ENSG00000172932.14	7.82e-6
NID2	ENSG00000087303.16	7.82e-6
PKMYT1	ENSG00000127564.16	7.88e-6
GSG2	ENSG00000177602.5	8.05e-6
CWF19L1	ENSG00000095485.16	8.07e-6
RIPK4	ENSG00000183421.11	8.17e-6
CTA-384D8.36	ENSG00000272821.1	8.31e-6
TAS2R14	ENSG00000212127.5	8.39e-6
RIBC2	ENSG00000128408.8	8.42e-6
NETO2	ENSG00000171208.9	8.43e-6
ARTN	ENSG00000117407.16	8.73e-6
CCNB2	ENSG00000157456.7	8.75e-6
SUV39H2	ENSG00000152455.15	8.92e-6
NCAPH	ENSG00000121152.9	8.93e-6
PLXNA1	ENSG00000114554.11	8.94e-6
BCL2L12	ENSG00000126453.9	9.06e-6
KNSTRN	ENSG00000128944.13	9.06e-6
HAUS5	ENSG00000249115.8	9.46e-6
CYP27B1	ENSG00000111012.9	9.61e-6
MAN1B1	ENSG00000177239.14	9.69e-6
KIF20A	ENSG00000112984.11	9.69e-6
C1orf35	ENSG00000143793.12	9.70e-6
METTL12	ENSG00000214756.7	9.84e-6
SMC4	ENSG00000113810.15	9.93e-6
CENPM	ENSG00000100162.14	1.00e-5
KAZALD1	ENSG00000107821.14	1.01e-5
NCAPG2	ENSG00000146918.19	1.02e-5
IQUB	ENSG00000164675.10	1.03e-5
ORMDL1	ENSG00000128699.13	1.05e-5
BCAT1	ENSG00000060982.14	1.05e-5
MIIP	ENSG00000116691.10	1.06e-5
SGPP2	ENSG00000163082.9	1.09e-5
DCAF15	ENSG00000132017.10	1.09e-5
GLA	ENSG00000102393.9	1.09e-5
ICAM5	ENSG00000105376.4	1.10e-5
SNHG12	ENSG00000197989.13	1.12e-5
RAD51	ENSG00000051180.16	1.12e-5
PABPN1	ENSG00000100836.10	1.14e-5
CLK2	ENSG00000176444.18	1.14e-5
DHFR	ENSG00000228716.6	1.16e-5
HECTD2	ENSG00000165338.16	1.17e-5
BUB1B	ENSG00000156970.12	1.17e-5
RHEBL1	ENSG00000167550.10	1.18e-5
DMKN	ENSG00000161249.20	1.19e-5
RP11-548H3.1	ENSG00000273466.1	1.20e-5
SKA3	ENSG00000165480.15	1.21e-5
NSMF	ENSG00000165802.19	1.21e-5
RP11-112J3.15	ENSG00000228843.2	1.22e-5
GNL2	ENSG00000134697.12	1.22e-5
FBXO43	ENSG00000156509.13	1.24e-5
DAZAP1	ENSG00000071626.16	1.25e-5
RP4-798A10.2	ENSG00000226029.1	1.26e-5
NUTM2A-AS1	ENSG00000223482.7	1.27e-5
RRP7BP	ENSG00000182841.12	1.27e-5
RPL31	ENSG00000071082.10	1.29e-5
C19orf43	ENSG00000123144.10	1.29e-5
C6orf48	ENSG00000204387.12	1.30e-5
FBXO10	ENSG00000147912.12	1.33e-5
RP11-87H9.4	ENSG00000280077.1	1.34e-5
FAM57A	ENSG00000167695.14	1.35e-5
CDC25C	ENSG00000158402.18	1.37e-5
MRPL55	ENSG00000162910.18	1.38e-5
PRPF4	ENSG00000136875.12	1.40e-5
SCNM1	ENSG00000163156.11	1.42e-5
FAM72B	ENSG00000188610.12	1.43e-5
EIF3L	ENSG00000100129.17	1.43e-5
VANGL2	ENSG00000162738.5	1.43e-5
RPS12	ENSG00000112306.7	1.48e-5
ZNF692	ENSG00000171163.15	1.48e-5
C1orf61	ENSG00000125462.16	1.50e-5
HIST1H3D	ENSG00000197409.7	1.51e-5
HRAS	ENSG00000174775.16	1.52e-5
C16orf59	ENSG00000162062.14	1.52e-5
NR4A3	ENSG00000119508.17	1.54e-5
UBE2SP1	ENSG00000233966.1	1.54e-5
NDOR1	ENSG00000188566.11	1.55e-5
DONSON	ENSG00000159147.17	1.56e-5
UTP6	ENSG00000108651.9	1.56e-5
NCAPG	ENSG00000109805.9	1.58e-5
ATP6V0B	ENSG00000117410.13	1.58e-5
PSMB7	ENSG00000136930.12	1.59e-5
CNOT6	ENSG00000113300.11	1.60e-5
NAGS	ENSG00000161653.10	1.60e-5
ZNF462	ENSG00000148143.12	1.61e-5
TMEM86B	ENSG00000180089.5	1.62e-5
ZNF787	ENSG00000142409.5	1.62e-5
CCSAP	ENSG00000154429.10	1.63e-5
PTTG1	ENSG00000164611.12	1.64e-5
RP11-138C9.1	ENSG00000264558.1	1.65e-5
UGT1A7	ENSG00000244122.2	1.69e-5
ZFAND2B	ENSG00000158552.12	1.71e-5
ANKRD34A	ENSG00000272031.2	1.72e-5
CDC123	ENSG00000151465.13	1.72e-5
TIGD1	ENSG00000221944.4	1.72e-5
KIFC1	ENSG00000237649.7	1.73e-5
HIST1H2BH	ENSG00000275713.1	1.74e-5
CILP2	ENSG00000160161.9	1.75e-5
TFDP1	ENSG00000198176.12	1.77e-5
SEC61B	ENSG00000106803.9	1.77e-5
RPS7P10	ENSG00000226525.5	1.79e-5
RP11-350N15.5	ENSG00000272092.1	1.79e-5
ARRDC1-AS1	ENSG00000203993.4	1.80e-5
CDT1	ENSG00000167513.8	1.81e-5
WDR74	ENSG00000133316.15	1.82e-5
VCPKMT	ENSG00000100483.13	1.82e-5
CTD-2510F5.4	ENSG00000265415.1	1.83e-5
CRTC2	ENSG00000160741.16	1.84e-5
CCDC73	ENSG00000186714.12	1.84e-5
DENND4B	ENSG00000198837.9	1.86e-5
LINC01481	ENSG00000257815.5	1.91e-5
RP11-715J22.6	ENSG00000260293.2	1.94e-5
SAR1A	ENSG00000079332.14	1.94e-5
RPS19	ENSG00000105372.6	1.94e-5
RFC5	ENSG00000111445.13	1.98e-5
WNK4	ENSG00000126562.16	2.01e-5
ZNF202	ENSG00000166261.10	2.03e-5
TPST2	ENSG00000128294.15	2.03e-5
HIST1H2BK	ENSG00000197903.7	2.03e-5
BIK	ENSG00000100290.2	2.04e-5
DPM2	ENSG00000136908.17	2.08e-5
CENPU	ENSG00000151725.11	2.09e-5
TRIM31-AS1	ENSG00000231226.1	2.10e-5
WHSC1	ENSG00000109685.17	2.14e-5
E2F2	ENSG00000007968.6	2.15e-5
CCDC150	ENSG00000144395.17	2.22e-5
RBM14	ENSG00000239306.4	2.23e-5
KLHL17	ENSG00000187961.13	2.25e-5
STRN4	ENSG00000090372.14	2.27e-5
CKS1BP3	ENSG00000268942.2	2.28e-5
NAT14	ENSG00000090971.4	2.29e-5
PDCL3	ENSG00000115539.13	2.29e-5
HES4	ENSG00000188290.10	2.29e-5
PRCC	ENSG00000143294.14	2.31e-5
KIF15	ENSG00000163808.16	2.31e-5
DDX31	ENSG00000125485.17	2.32e-5
C1orf50	ENSG00000164008.13	2.36e-5
RP11-480I12.9	ENSG00000243113.1	2.37e-5
HIST2H2BD	ENSG00000220323.3	2.39e-5
KIN	ENSG00000151657.11	2.42e-5
RP11-147I3.1	ENSG00000241170.2	2.42e-5
PDZK1	ENSG00000174827.13	2.45e-5
TEX10	ENSG00000136891.13	2.45e-5
USP39	ENSG00000168883.19	2.47e-5
RAD9A	ENSG00000172613.7	2.48e-5
RP11-21L23.2	ENSG00000261578.1	2.48e-5
EXD3	ENSG00000187609.15	2.51e-5
PIP5KL1	ENSG00000167103.11	2.53e-5
CSTF3	ENSG00000176102.11	2.54e-5
CREB3L3	ENSG00000060566.13	2.56e-5
EDRF1	ENSG00000107938.17	2.58e-5
GTF3C4	ENSG00000125484.11	2.60e-5
HADHAP1	ENSG00000251596.1	2.62e-5
MYLK2	ENSG00000101306.10	2.64e-5
UBE2S	ENSG00000108106.13	2.66e-5
DUSP8	ENSG00000184545.10	2.68e-5
CHRNA3	ENSG00000080644.15	2.69e-5
MAD1L1	ENSG00000002822.15	2.71e-5
FANCD2	ENSG00000144554.10	2.74e-5
RP11-321P16.1	ENSG00000276923.1	2.77e-5
RP11-631N16.4	ENSG00000275180.1	2.77e-5
NHLH1	ENSG00000171786.5	2.77e-5
NUP205	ENSG00000155561.14	2.78e-5
APOA1	ENSG00000118137.9	2.79e-5
C19orf47	ENSG00000160392.13	2.81e-5
CCDC17	ENSG00000159588.14	2.82e-5
RAC3	ENSG00000169750.8	2.83e-5
GNG10	ENSG00000242616.3	2.83e-5
TET1	ENSG00000138336.8	2.84e-5
ABCB6	ENSG00000115657.12	2.87e-5
SLC26A10	ENSG00000135502.16	2.88e-5
SPAG5	ENSG00000076382.16	2.88e-5
DNM1	ENSG00000106976.18	2.89e-5
CEP128	ENSG00000100629.16	2.94e-5
HMGB2	ENSG00000164104.11	2.96e-5
NCAPD3	ENSG00000151503.12	2.96e-5
GGH	ENSG00000137563.11	2.97e-5
SHCBP1	ENSG00000171241.8	2.99e-5
TMEM110	ENSG00000213533.11	3.00e-5
RP11-375N15.2	ENSG00000272267.2	3.04e-5
NME1-NME2	ENSG00000243678.11	3.06e-5
E2F1	ENSG00000101412.12	3.07e-5
GLE1	ENSG00000119392.14	3.08e-5
LMNB1	ENSG00000113368.11	3.12e-5
UBA2	ENSG00000126261.12	3.14e-5
SKA1	ENSG00000154839.9	3.15e-5
C1orf174	ENSG00000198912.10	3.16e-5
ATAD2B	ENSG00000119778.14	3.17e-5
DPH7	ENSG00000148399.11	3.19e-5
KNTC1	ENSG00000184445.11	3.26e-5
RPS13	ENSG00000110700.6	3.27e-5
SLC27A4	ENSG00000167114.12	3.34e-5
TRA2B	ENSG00000136527.17	3.35e-5
PRKD3	ENSG00000115825.9	3.35e-5
TRIM31	ENSG00000204616.10	3.36e-5
PRR11	ENSG00000068489.12	3.37e-5
DIAPH3	ENSG00000139734.17	3.38e-5
RAD54B	ENSG00000197275.12	3.38e-5
ABCC5	ENSG00000114770.16	3.40e-5
CENPI	ENSG00000102384.13	3.40e-5
MAFF	ENSG00000185022.11	3.41e-5
HDAC4	ENSG00000068024.16	3.42e-5
SNHG15	ENSG00000232956.8	3.44e-5
SNRNP70	ENSG00000104852.14	3.45e-5
LRRC38	ENSG00000162494.5	3.53e-5
WDR18	ENSG00000065268.10	3.53e-5
ENO3	ENSG00000108515.17	3.58e-5
HNRNPR	ENSG00000125944.18	3.63e-5
GJC1	ENSG00000182963.9	3.63e-5
MRTO4	ENSG00000053372.4	3.63e-5
DDIAS	ENSG00000165490.12	3.66e-5
CSDC2	ENSG00000172346.14	3.66e-5
CLSPN	ENSG00000092853.13	3.66e-5
AGAP2-AS1	ENSG00000255737.2	3.67e-5
DTL	ENSG00000143476.17	3.68e-5
MCM5	ENSG00000100297.15	3.69e-5
WDR83	ENSG00000123154.11	3.72e-5
DPP10-AS1	ENSG00000235026.5	3.74e-5
PFDN2	ENSG00000143256.4	3.75e-5
RPL13AP20	ENSG00000234498.3	3.75e-5
CEP78	ENSG00000148019.12	3.78e-5
BRCA1	ENSG00000012048.19	3.79e-5
FKBP10	ENSG00000141756.18	3.80e-5
SLC27A3	ENSG00000143554.13	3.86e-5
SWI5	ENSG00000175854.11	3.87e-5
ZBTB8A	ENSG00000160062.14	3.88e-5
RP3-508I15.21	ENSG00000272669.1	3.88e-5
ISCA1P1	ENSG00000217416.4	3.93e-5
PGM5P2	ENSG00000277778.1	4.02e-5
PSRC1	ENSG00000134222.16	4.06e-5
MCIDAS	ENSG00000234602.7	4.06e-5
RP5-821D11.7	ENSG00000184068.2	4.07e-5
CENPN	ENSG00000166451.13	4.08e-5
SEPT5	ENSG00000184702.17	4.10e-5
TUBA8	ENSG00000183785.14	4.13e-5
MSTO1	ENSG00000125459.14	4.18e-5
MED27	ENSG00000160563.13	4.19e-5
SYTL2	ENSG00000137501.16	4.20e-5
TM6SF2	ENSG00000213996.12	4.20e-5
CDC6	ENSG00000094804.9	4.22e-5
MAGED4	ENSG00000154545.16	4.29e-5
RP11-426C22.5	ENSG00000260517.2	4.30e-5
RP11-31F19.1	ENSG00000226403.1	4.32e-5
RP11-178H8.7	ENSG00000279696.1	4.33e-5
PPRC1	ENSG00000148840.10	4.36e-5
ATP5G1P4	ENSG00000227440.1	4.36e-5
ELP2	ENSG00000134759.13	4.40e-5
CDC26	ENSG00000176386.8	4.40e-5
RP11-192H23.8	ENSG00000264608.1	4.41e-5
RPL17	ENSG00000265681.6	4.45e-5
ARMC6	ENSG00000105676.13	4.49e-5
VRK1	ENSG00000100749.7	4.55e-5
RPL4P5	ENSG00000230207.1	4.58e-5
CKAP2L	ENSG00000169607.12	4.59e-5
RP11-49I11.4	ENSG00000274849.1	4.60e-5
UGGT1	ENSG00000136731.12	4.63e-5
LRRC37BP1	ENSG00000250462.8	4.66e-5
RRM1	ENSG00000167325.14	4.66e-5
ZWILCH	ENSG00000174442.11	4.67e-5
