Gene Symbol	Gene ID	P-Value (Survival os)
ERCC6L	ENSG00000186871.6	1.25e-6
DEPDC1	ENSG00000024526.16	1.33e-6
CENPI	ENSG00000102384.13	1.48e-6
MARS	ENSG00000166986.12	1.49e-6
RP11-700P18.1	ENSG00000223559.1	1.51e-6
CNN2	ENSG00000064666.14	1.51e-6
EME1	ENSG00000154920.14	1.57e-6
BUB1	ENSG00000169679.14	1.57e-6
DTL	ENSG00000143476.17	1.61e-6
POC1A	ENSG00000164087.7	1.76e-6
MYBL1	ENSG00000185697.16	1.76e-6
CENPW	ENSG00000203760.8	1.78e-6
DNMT1	ENSG00000130816.14	1.94e-6
CENPA	ENSG00000115163.14	2.01e-6
ALAS2	ENSG00000158578.18	2.10e-6
BANF1	ENSG00000175334.7	2.13e-6
CHAF1B	ENSG00000159259.7	2.17e-6
C8orf58	ENSG00000241852.9	2.19e-6
BICD1	ENSG00000151746.13	2.20e-6
DONSON	ENSG00000159147.17	2.21e-6
TMEM237	ENSG00000155755.18	2.24e-6
NOP2	ENSG00000111641.10	2.27e-6
MAD2L1	ENSG00000164109.13	2.29e-6
LINC01359	ENSG00000226891.6	2.30e-6
LINC00941	ENSG00000235884.3	2.75e-6
P3H1	ENSG00000117385.15	2.79e-6
MELK	ENSG00000165304.7	2.86e-6
JMJD6	ENSG00000070495.14	2.89e-6
TIMM50	ENSG00000105197.10	2.97e-6
RP1-95L4.4	ENSG00000217648.1	3.01e-6
SKA3	ENSG00000165480.15	3.06e-6
DDIAS	ENSG00000165490.12	3.16e-6
CENPN	ENSG00000166451.13	3.22e-6
METTL1	ENSG00000037897.16	3.26e-6
HPRT1	ENSG00000165704.14	3.34e-6
FGF5	ENSG00000138675.16	3.34e-6
PKMYT1	ENSG00000127564.16	3.35e-6
UBE2T	ENSG00000077152.9	3.38e-6
C12orf73	ENSG00000204954.9	3.48e-6
E2F1	ENSG00000101412.12	3.50e-6
SATB2	ENSG00000119042.16	3.51e-6
ARFGAP1	ENSG00000101199.12	3.60e-6
LOXL2	ENSG00000134013.15	3.63e-6
CENPM	ENSG00000100162.14	3.70e-6
NME1	ENSG00000239672.7	3.78e-6
CD276	ENSG00000103855.17	3.96e-6
MYH9	ENSG00000100345.20	4.05e-6
GTSE1	ENSG00000075218.18	4.08e-6
UCK2	ENSG00000143179.12	4.09e-6
RP11-161I6.2	ENSG00000263745.5	4.19e-6
CDC45	ENSG00000093009.9	4.23e-6
XRCC2	ENSG00000196584.2	4.29e-6
FAM64A	ENSG00000129195.15	4.31e-6
MAST2	ENSG00000086015.20	4.51e-6
CORO1C	ENSG00000110880.10	4.64e-6
CKS2	ENSG00000123975.4	4.65e-6
RUVBL2	ENSG00000183207.12	4.73e-6
RAD51	ENSG00000051180.16	4.76e-6
NADK2	ENSG00000152620.12	4.81e-6
ARHGEF26	ENSG00000114790.12	4.82e-6
RNASEH2A	ENSG00000104889.4	4.83e-6
FSCN1	ENSG00000075618.17	4.83e-6
HMGB2	ENSG00000164104.11	5.03e-6
MND1	ENSG00000121211.7	5.12e-6
CALU	ENSG00000128595.16	5.12e-6
RP11-3D4.2	ENSG00000259287.2	5.21e-6
CBX2	ENSG00000173894.10	5.22e-6
EXO1	ENSG00000174371.16	5.31e-6
CHAF1A	ENSG00000167670.15	5.34e-6
SGOL1	ENSG00000129810.14	5.45e-6
LDLR	ENSG00000130164.11	5.50e-6
ACTB	ENSG00000075624.13	5.64e-6
PIF1	ENSG00000140451.12	5.74e-6
RP11-1334A24.5	ENSG00000279821.1	5.84e-6
UBE2SP2	ENSG00000224126.2	6.00e-6
BRSK1	ENSG00000160469.16	6.11e-6
UBE2C	ENSG00000175063.16	6.14e-6
PSMD13	ENSG00000185627.17	6.36e-6
PIP5K1B	ENSG00000107242.17	6.50e-6
SERPINH1	ENSG00000149257.13	6.71e-6
ACOT7	ENSG00000097021.19	6.77e-6
GINS1	ENSG00000101003.9	6.83e-6
SEPT11	ENSG00000138758.11	6.90e-6
BRIP1	ENSG00000136492.8	7.06e-6
CKAP2L	ENSG00000169607.12	7.08e-6
STMN1	ENSG00000117632.20	7.11e-6
IKBIP	ENSG00000166130.14	7.17e-6
AP2B1	ENSG00000006125.16	7.18e-6
GPSM2	ENSG00000121957.12	7.39e-6
COL4A2	ENSG00000134871.17	7.39e-6
CCSAP	ENSG00000154429.10	7.53e-6
HACD2	ENSG00000206527.9	7.58e-6
TPM4	ENSG00000167460.14	7.65e-6
BRCA1	ENSG00000012048.19	7.72e-6
PSMC3IP	ENSG00000131470.14	7.81e-6
CDCA7	ENSG00000144354.13	7.83e-6
CNIH2	ENSG00000174871.10	8.04e-6
RAD54L	ENSG00000085999.11	8.06e-6
LRRC71	ENSG00000160838.13	8.07e-6
KIAA1841	ENSG00000162929.13	8.40e-6
KRT17	ENSG00000128422.15	8.47e-6
HLF	ENSG00000108924.13	8.54e-6
MKI67	ENSG00000148773.12	8.75e-6
ANXA2P2	ENSG00000231991.4	9.15e-6
THBS3	ENSG00000169231.13	9.18e-6
FAM216A	ENSG00000204856.11	9.53e-6
DLGAP5	ENSG00000126787.12	9.96e-6
NUF2	ENSG00000143228.12	1.04e-5
ACTN4	ENSG00000130402.11	1.05e-5
PPP2R1A	ENSG00000105568.17	1.06e-5
CFAP45	ENSG00000213085.9	1.08e-5
C16orf59	ENSG00000162062.14	1.08e-5
ZNF587	ENSG00000198466.11	1.10e-5
FAT1	ENSG00000083857.13	1.14e-5
NRGN	ENSG00000154146.12	1.14e-5
HILS1	ENSG00000188662.6	1.15e-5
CENPE	ENSG00000138778.11	1.18e-5
NEIL3	ENSG00000109674.3	1.20e-5
RP11-357K9.2	ENSG00000241607.1	1.27e-5
FBXO32	ENSG00000156804.7	1.28e-5
SYNJ2	ENSG00000078269.13	1.28e-5
RP11-443B20.1	ENSG00000271936.1	1.31e-5
FANCI	ENSG00000140525.17	1.32e-5
CDK4	ENSG00000135446.16	1.34e-5
FOXL2NB	ENSG00000206262.8	1.34e-5
LIG1	ENSG00000105486.13	1.35e-5
RP11-803D5.1	ENSG00000279191.1	1.39e-5
ASF1B	ENSG00000105011.8	1.39e-5
SLBP	ENSG00000163950.12	1.40e-5
GDF11	ENSG00000135414.9	1.42e-5
BLM	ENSG00000197299.10	1.42e-5
LGALS1	ENSG00000100097.11	1.48e-5
SEPT9	ENSG00000184640.17	1.49e-5
PCNPP1	ENSG00000258359.1	1.50e-5
COL4A1	ENSG00000187498.14	1.53e-5
MRGBP	ENSG00000101189.6	1.57e-5
AC112721.1	ENSG00000222022.1	1.59e-5
C18orf54	ENSG00000166845.13	1.60e-5
CCNA2	ENSG00000145386.9	1.61e-5
FRMD5	ENSG00000171877.19	1.61e-5
RP11-598F7.5	ENSG00000256694.1	1.62e-5
RP11-303E16.2	ENSG00000261061.1	1.63e-5
ATAD5	ENSG00000176208.8	1.64e-5
ERVK3-1	ENSG00000142396.10	1.67e-5
HTR1B	ENSG00000135312.5	1.69e-5
MIR762HG	ENSG00000260083.1	1.71e-5
SLC31A1	ENSG00000136868.10	1.72e-5
NKX2-5	ENSG00000183072.9	1.72e-5
TRIP10	ENSG00000125733.17	1.75e-5
COLGALT1	ENSG00000130309.10	1.77e-5
ZBTB42	ENSG00000179627.9	1.77e-5
AVEN	ENSG00000169857.7	1.80e-5
EIF4EBP1	ENSG00000187840.4	1.82e-5
LASP1	ENSG00000002834.17	1.82e-5
CTD-3247H4.2	ENSG00000274654.1	1.86e-5
MGAT5B	ENSG00000167889.12	1.88e-5
F12	ENSG00000131187.9	1.94e-5
MUC12	ENSG00000205277.9	1.97e-5
SLC19A1	ENSG00000173638.18	1.98e-5
AC003986.6	ENSG00000232821.1	1.99e-5
SAPCD2	ENSG00000186193.8	2.05e-5
CCNE1	ENSG00000105173.13	2.06e-5
YBX1	ENSG00000065978.17	2.10e-5
CSE1L	ENSG00000124207.16	2.14e-5
EMB	ENSG00000170571.11	2.15e-5
TMEM183A	ENSG00000163444.11	2.18e-5
ADAMTSL5	ENSG00000185761.10	2.20e-5
UCHL1	ENSG00000154277.12	2.21e-5
VCL	ENSG00000035403.16	2.21e-5
AMH	ENSG00000104899.5	2.24e-5
TIMELESS	ENSG00000111602.11	2.26e-5
SAMD1	ENSG00000141858.11	2.27e-5
CIDECP	ENSG00000186162.10	2.28e-5
PUS1	ENSG00000177192.13	2.30e-5
CDCA4	ENSG00000170779.10	2.35e-5
COL5A1	ENSG00000130635.15	2.39e-5
MYADM	ENSG00000179820.15	2.40e-5
TACC3	ENSG00000013810.18	2.41e-5
GPSM1	ENSG00000160360.11	2.47e-5
KIF18B	ENSG00000186185.13	2.48e-5
FAM222B	ENSG00000173065.13	2.50e-5
MTCH2	ENSG00000109919.9	2.51e-5
TMEM86B	ENSG00000180089.5	2.56e-5
STIP1	ENSG00000168439.16	2.57e-5
SPARC	ENSG00000113140.10	2.63e-5
THOP1	ENSG00000172009.14	2.64e-5
ANKRD52	ENSG00000139645.9	2.65e-5
DEPDC1B	ENSG00000035499.12	2.67e-5
RSPO1	ENSG00000169218.13	2.68e-5
CTD-2006C1.6	ENSG00000267500.1	2.68e-5
AC092066.1	ENSG00000279095.1	2.71e-5
COL3A1	ENSG00000168542.12	2.72e-5
ERF	ENSG00000105722.9	2.72e-5
CASP8AP2	ENSG00000118412.12	2.74e-5
GPR161	ENSG00000143147.14	2.76e-5
TONSL	ENSG00000160949.16	2.77e-5
BDH2	ENSG00000164039.14	2.80e-5
AC046143.3	ENSG00000229334.1	2.92e-5
RP11-424C20.2	ENSG00000256663.1	2.96e-5
XPO5	ENSG00000124571.17	2.98e-5
DNMT3B	ENSG00000088305.18	2.98e-5
DNAH14	ENSG00000185842.14	3.02e-5
FSTL1	ENSG00000163430.9	3.07e-5
AURKA	ENSG00000087586.17	3.08e-5
LMNA	ENSG00000160789.19	3.09e-5
ULBP2	ENSG00000131015.4	3.14e-5
CCT6A	ENSG00000146731.10	3.20e-5
RP11-334E6.12	ENSG00000263873.1	3.22e-5
CYB5A	ENSG00000166347.18	3.25e-5
MDK	ENSG00000110492.15	3.26e-5
TNFRSF12A	ENSG00000006327.13	3.26e-5
TSPAN9	ENSG00000011105.11	3.27e-5
DLX1	ENSG00000144355.14	3.30e-5
TCF3	ENSG00000071564.14	3.36e-5
FOXP4	ENSG00000137166.14	3.37e-5
MFAP5	ENSG00000197614.10	3.42e-5
CPS1	ENSG00000021826.14	3.43e-5
CELSR3	ENSG00000008300.14	3.47e-5
GAS2L3	ENSG00000139354.10	3.56e-5
RP5-875H18.9	ENSG00000276851.1	3.57e-5
FIBP	ENSG00000172500.12	3.61e-5
RCAN1	ENSG00000159200.17	3.61e-5
BCL2L12	ENSG00000126453.9	3.61e-5
COL5A2	ENSG00000204262.11	3.63e-5
PLAT	ENSG00000104368.17	3.83e-5
ADH1B	ENSG00000196616.12	3.83e-5
CTD-2510F5.4	ENSG00000265415.1	3.88e-5
PSMG1	ENSG00000183527.11	3.88e-5
MYO1E	ENSG00000157483.8	3.90e-5
DCBLD1	ENSG00000164465.18	3.91e-5
FGFBP1	ENSG00000137440.4	3.96e-5
C19orf26	ENSG00000099625.12	3.96e-5
RRP12	ENSG00000052749.13	3.96e-5
TBXA2R	ENSG00000006638.11	3.96e-5
KLF16	ENSG00000129911.8	3.97e-5
RP11-180N14.1	ENSG00000272511.1	3.99e-5
FAM132B	ENSG00000178752.15	4.02e-5
MBOAT2	ENSG00000143797.11	4.05e-5
ANXA2	ENSG00000182718.16	4.07e-5
E2F8	ENSG00000129173.12	4.09e-5
DNAJC2	ENSG00000105821.14	4.14e-5
GNG12	ENSG00000172380.5	4.18e-5
PXN	ENSG00000089159.15	4.19e-5
DDIT4	ENSG00000168209.4	4.23e-5
RP11-152N13.16	ENSG00000272599.2	4.31e-5
AC007750.5	ENSG00000236841.7	4.31e-5
NPTXR	ENSG00000221890.2	4.34e-5
RP11-360L9.7	ENSG00000253174.2	4.34e-5
KIF11	ENSG00000138160.5	4.35e-5
CIT	ENSG00000122966.13	4.41e-5
DBN1	ENSG00000113758.13	4.46e-5
FANCB	ENSG00000181544.13	4.49e-5
MSANTD3-TMEFF1	ENSG00000251349.3	4.54e-5
B4GALNT1	ENSG00000135454.13	4.54e-5
CPNE7	ENSG00000178773.14	4.54e-5
CLN8	ENSG00000182372.7	4.56e-5
RP11-521B24.4	ENSG00000279495.1	4.59e-5
BEND6	ENSG00000151917.17	4.60e-5
CNN1	ENSG00000130176.7	4.61e-5
POP1	ENSG00000104356.10	4.63e-5
GSG2	ENSG00000177602.5	4.65e-5
CTD-2207P18.2	ENSG00000258976.1	4.66e-5
TEX30	ENSG00000151287.16	4.66e-5
WEE1	ENSG00000166483.10	4.74e-5
RAB3B	ENSG00000169213.6	4.74e-5
SSRP1	ENSG00000149136.7	4.76e-5
CBX7	ENSG00000100307.12	4.82e-5
OLA1	ENSG00000138430.15	4.82e-5
MICU1	ENSG00000107745.16	4.83e-5
CTD-2623N2.3	ENSG00000267370.1	4.85e-5
THY1	ENSG00000154096.13	4.97e-5
MYB	ENSG00000118513.18	4.98e-5
FLNB-AS1	ENSG00000244161.1	5.15e-5
ESPL1	ENSG00000135476.11	5.18e-5
SPC24	ENSG00000161888.11	5.26e-5
GS1-44D20.1	ENSG00000254332.1	5.28e-5
FLNB	ENSG00000136068.14	5.28e-5
SKA1	ENSG00000154839.9	5.33e-5
EZH2	ENSG00000106462.10	5.40e-5
EXT2	ENSG00000151348.13	5.41e-5
KDELR2	ENSG00000136240.9	5.47e-5
MSANTD3	ENSG00000066697.14	5.57e-5
RP4-535B20.4	ENSG00000272506.1	5.57e-5
C11orf84	ENSG00000168005.8	5.64e-5
PSMD8	ENSG00000099341.11	5.64e-5
MCAM	ENSG00000076706.14	5.73e-5
ARTN	ENSG00000117407.16	5.75e-5
MYH10	ENSG00000133026.12	5.75e-5
DNAJC21	ENSG00000168724.14	5.78e-5
PAQR4	ENSG00000162073.13	5.80e-5
CENPO	ENSG00000138092.10	5.80e-5
CCT4	ENSG00000115484.14	5.80e-5
YBX1P10	ENSG00000213866.3	5.87e-5
TICRR	ENSG00000140534.13	6.00e-5
LSM7	ENSG00000130332.14	6.03e-5
ZMYND19	ENSG00000165724.5	6.04e-5
REEP4	ENSG00000168476.11	6.10e-5
CTD-2336O2.3	ENSG00000282021.1	6.17e-5
C9orf40	ENSG00000135045.6	6.20e-5
TMEM206	ENSG00000065600.12	6.28e-5
ST6GALNAC5	ENSG00000117069.14	6.36e-5
WDR66	ENSG00000158023.9	6.37e-5
NEK6	ENSG00000119408.16	6.40e-5
NUSAP1	ENSG00000137804.12	6.40e-5
SLC19A2	ENSG00000117479.12	6.45e-5
LIPG	ENSG00000101670.11	6.48e-5
POFUT2	ENSG00000186866.16	6.56e-5
ENAH	ENSG00000154380.16	6.67e-5
LYRM9	ENSG00000232859.9	6.74e-5
SGTB	ENSG00000197860.9	6.86e-5
SLCO2A1	ENSG00000174640.12	6.92e-5
KDELR1	ENSG00000105438.8	6.99e-5
SPDL1	ENSG00000040275.16	7.01e-5
HAUS1	ENSG00000152240.12	7.03e-5
ALS2	ENSG00000003393.14	7.08e-5
MLLT11	ENSG00000213190.3	7.10e-5
RAD51AP1	ENSG00000111247.14	7.12e-5
CDK5R2	ENSG00000171450.5	7.13e-5
CHSY1	ENSG00000131873.5	7.14e-5
MCM2	ENSG00000073111.13	7.24e-5
CYP3A4	ENSG00000160868.14	7.25e-5
PSMD4	ENSG00000159352.15	7.26e-5
SS18L1	ENSG00000184402.14	7.28e-5
ANP32E	ENSG00000143401.14	7.28e-5
ZNF32	ENSG00000169740.13	7.43e-5
ACSL5	ENSG00000197142.10	7.57e-5
SHOX2	ENSG00000168779.19	7.61e-5
RP11-817O13.8	ENSG00000260274.1	7.73e-5
ADHFE1	ENSG00000147576.15	7.75e-5
MEX3D	ENSG00000181588.16	7.78e-5
TUBA1A	ENSG00000167552.13	7.84e-5
LOX	ENSG00000113083.12	7.90e-5
ZWINT	ENSG00000122952.16	7.94e-5
LINC01550	ENSG00000246223.8	8.03e-5
NOP56	ENSG00000101361.14	8.04e-5
HSF2BP	ENSG00000160207.8	8.14e-5
SDC1	ENSG00000115884.10	8.42e-5
COL15A1	ENSG00000204291.10	8.49e-5
SEC13	ENSG00000157020.17	8.51e-5
MTCL1	ENSG00000168502.17	8.59e-5
RP11-395B7.4	ENSG00000227053.1	8.64e-5
ACTN1	ENSG00000072110.13	8.75e-5
AC006538.1	ENSG00000261342.1	8.77e-5
NICN1	ENSG00000145029.11	8.86e-5
RP11-60A14.1	ENSG00000279778.1	8.95e-5
C19orf47	ENSG00000160392.13	9.03e-5
MCM5	ENSG00000100297.15	9.08e-5
KIF6	ENSG00000164627.17	9.09e-5
DPY19L1P1	ENSG00000229358.3	9.13e-5
RP11-192H23.4	ENSG00000258472.8	9.27e-5
RAB11FIP5	ENSG00000135631.15	9.33e-5
MTA2	ENSG00000149480.6	9.39e-5
PTTG1	ENSG00000164611.12	9.46e-5
BLMH	ENSG00000108578.14	9.46e-5
HEXIM2	ENSG00000168517.10	9.48e-5
RP1-80N2.2	ENSG00000226281.2	9.59e-5
CCNG1	ENSG00000113328.18	9.62e-5
PCGF2	ENSG00000277258.4	9.70e-5
ITGB1	ENSG00000150093.18	9.71e-5
PSME4	ENSG00000068878.14	9.75e-5
CGB7	ENSG00000196337.10	9.83e-5
LOXL1-AS1	ENSG00000261801.5	9.83e-5
EIF4E2	ENSG00000135930.13	9.84e-5
HOXB9	ENSG00000170689.9	9.87e-5
ZP1	ENSG00000149506.10	9.93e-5
PRMT1	ENSG00000126457.20	9.96e-5
MAP7D1	ENSG00000116871.15	1.02e-4
BARD1	ENSG00000138376.10	1.02e-4
C4orf46	ENSG00000205208.4	1.04e-4
SLC26A10	ENSG00000135502.16	1.04e-4
HNRNPA3P12	ENSG00000219102.3	1.04e-4
TMEM181	ENSG00000146433.8	1.05e-4
PARPBP	ENSG00000185480.11	1.06e-4
TMEM189	ENSG00000240849.10	1.06e-4
OXTR	ENSG00000180914.10	1.07e-4
PALM3	ENSG00000187867.8	1.07e-4
PHTF2	ENSG00000006576.16	1.07e-4
SLC25A4	ENSG00000151729.10	1.08e-4
MRPL3	ENSG00000114686.8	1.08e-4
IGF2BP3	ENSG00000136231.13	1.09e-4
CARD16	ENSG00000204397.7	1.09e-4
AC011738.4	ENSG00000231638.1	1.09e-4
DMPK	ENSG00000104936.17	1.10e-4
RCN1	ENSG00000049449.8	1.11e-4
NDE1	ENSG00000072864.12	1.11e-4
HEIH	ENSG00000278970.1	1.11e-4
RP11-817I4.1	ENSG00000274964.1	1.12e-4
FTSJ1	ENSG00000068438.14	1.12e-4
LINC00173	ENSG00000196668.3	1.12e-4
C10orf11	ENSG00000148655.14	1.12e-4
ARNTL2	ENSG00000029153.14	1.13e-4
RP5-1039K5.19	ENSG00000279010.1	1.14e-4
PDCL3	ENSG00000115539.13	1.15e-4
SMARCA4	ENSG00000127616.17	1.16e-4
C5orf34	ENSG00000172244.8	1.18e-4
SHFM1	ENSG00000127922.9	1.18e-4
SMAGP	ENSG00000170545.16	1.19e-4
THOC1	ENSG00000079134.11	1.21e-4
PFDN4	ENSG00000101132.9	1.23e-4
RIBC1	ENSG00000158423.16	1.24e-4
COL12A1	ENSG00000111799.20	1.24e-4
IPO9	ENSG00000198700.9	1.24e-4
EPOR	ENSG00000187266.13	1.25e-4
FOXC2	ENSG00000176692.5	1.28e-4
RASAL2	ENSG00000075391.16	1.30e-4
FRMPD4	ENSG00000169933.12	1.30e-4
PBK	ENSG00000168078.9	1.31e-4
CEP57L1	ENSG00000183137.14	1.31e-4
BZW2	ENSG00000136261.14	1.31e-4
ITM2B	ENSG00000136156.12	1.31e-4
CSPG4	ENSG00000173546.7	1.32e-4
EPS15L1	ENSG00000127527.13	1.32e-4
COPS7B	ENSG00000144524.17	1.33e-4
LAMC1	ENSG00000135862.5	1.34e-4
ADH1A	ENSG00000187758.7	1.35e-4
PPP2R5B	ENSG00000068971.13	1.35e-4
FANCD2	ENSG00000144554.10	1.36e-4
